index	line_no	section	name	declared_n	raw_lines	text_rows	multimodal_rows	json_errors	empty_lines	no_conversations	path
639	672	=== dataanalyse_swiftmeta.json ===	oriented_1_target_person_using_relative_qa_batch_0_qwen35_20260325_59265b51	290	19042	0	19042	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/oriented_1_target_person_using_relative_qa_batch_0_qwen35_20260325_59265b51.jsonl
640	673	=== dataanalyse_swiftmeta.json ===	oriented_3_target_orientation_using_relative_qa_batch_0_qwen35_20260325_f830a12c	293	19219	0	19219	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/oriented_3_target_orientation_using_relative_qa_batch_0_qwen35_20260325_f830a12c.jsonl
641	674	=== dataanalyse_swiftmeta.json ===	oriented_2_target_unique_using_relative_qa_batch_0_qwen35_20260325_0c902804	295	19414	0	19414	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/oriented_2_target_unique_using_relative_qa_batch_0_qwen35_20260325_0c902804.jsonl
642	675	=== dataanalyse_swiftmeta.json ===	one_object_qa_batch_0_qwen35_20260325_7bc36120	288	18944	0	18944	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/one_object_qa_batch_0_qwen35_20260325_7bc36120.jsonl
643	676	=== dataanalyse_swiftmeta.json ===	oriented_4_target_reference_relative_qa_batch_0_qwen35_20260325_3274a7ec	297	19498	0	19498	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/oriented_4_target_reference_relative_qa_batch_0_qwen35_20260325_3274a7ec.jsonl
644	677	=== dataanalyse_swiftmeta.json ===	oriented_6_target_orientation_relative_qa_batch_0_qwen35_20260325_7e46a91a	299	19644	0	19644	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/oriented_6_target_orientation_relative_qa_batch_0_qwen35_20260325_7e46a91a.jsonl
645	678	=== dataanalyse_swiftmeta.json ===	two_object_qa_batch_0_qwen35_20260325_9b4bf726	292	19203	0	19203	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/two_object_qa_batch_0_qwen35_20260325_9b4bf726.jsonl
646	679	=== dataanalyse_swiftmeta.json ===	oriented_5_target_unique_relative_qa_batch_0_qwen35_20260325_8f232503	298	19580	0	19580	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/oriented_5_target_unique_relative_qa_batch_0_qwen35_20260325_8f232503.jsonl
647	680	=== dataanalyse_swiftmeta.json ===	four_object_qa_batch_0_qwen35_20260325_04ab0d8e	301	19756	0	19756	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/four_object_qa_batch_0_qwen35_20260325_04ab0d8e.jsonl
648	681	=== dataanalyse_swiftmeta.json ===	three_object_qa_batch_0_qwen35_20260325_40ff4f2a	301	19778	0	19778	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/three_object_qa_batch_0_qwen35_20260325_40ff4f2a.jsonl
649	682	=== dataanalyse_swiftmeta.json ===	camera_movement_qa_batch_0_qwen35_20260325_f9a5cc2d	289	18967	0	18967	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/camera_movement_qa_batch_0_qwen35_20260325_f9a5cc2d.jsonl
650	683	=== dataanalyse_swiftmeta.json ===	camera_rotation_qa_batch_0_qwen35_20260325_6886dadc	258	16977	0	16977	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/camera_rotation_qa_batch_0_qwen35_20260325_6886dadc.jsonl
651	684	=== dataanalyse_swiftmeta.json ===	multiview_qa_batch_0_qwen35_20260325_bc1689e1	298	19565	0	19565	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/multiview_qa_batch_0_qwen35_20260325_bc1689e1.jsonl
652	685	=== dataanalyse_swiftmeta.json ===	train_visual_correspondence_dot_2_multichoice.jsonl_qwen35_20260325_225c84d1	589	19328	0	19328	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/train_visual_correspondence_dot_2_multichoice.jsonl_qwen35_20260325_225c84d1.jsonl
653	686	=== dataanalyse_swiftmeta.json ===	VQA_qwen35_20260325_e013af30	60	19650	0	19650	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/VQA_qwen35_20260325_e013af30.jsonl
654	687	=== dataanalyse_swiftmeta.json ===	SAT_qwen35_20260325_91090374	605	19849	0	19849	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/SAT_qwen35_20260325_91090374.jsonl
655	688	=== dataanalyse_swiftmeta.json ===	VSR_qwen35_20260325_92db35ea	233	7637	0	7637	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/VSR_qwen35_20260325_92db35ea.jsonl
656	689	=== dataanalyse_swiftmeta.json ===	relative_distance_camera.jsonl_qwen35_20260325_bf6e4998	35	1141	0	1141	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/relative_distance_camera.jsonl_qwen35_20260325_bf6e4998.jsonl
657	690	=== dataanalyse_swiftmeta.json ===	SPEC_image2text_qwen35_20260325_140f868e	455	14921	0	14921	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/SPEC_image2text_qwen35_20260325_140f868e.jsonl
658	691	=== dataanalyse_swiftmeta.json ===	SPEC_text2image_qwen35_20260325_38090d81	452	14826	0	14826	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/SPEC_text2image_qwen35_20260325_38090d81.jsonl
659	692	=== dataanalyse_swiftmeta.json ===	Super-CLEVR_qwen35_20260325_8a3cc018	610	19996	0	19996	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/Super-CLEVR_qwen35_20260325_8a3cc018.jsonl
660	693	=== dataanalyse_swiftmeta.json ===	REL3D_qwen35_20260325_bbe8e572	608	19948	0	19948	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/REL3D_qwen35_20260325_bbe8e572.jsonl
661	694	=== dataanalyse_swiftmeta.json ===	relative_direction_camera.jsonl_qwen35_20260325_347ca274	591	19366	0	19366	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/relative_direction_camera.jsonl_qwen35_20260325_347ca274.jsonl
662	695	=== dataanalyse_swiftmeta.json ===	cogmap_two_images_v2_four_object_absolute_qwen35-plus_20260320_d6775398	28	923	0	923	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cogmap_two_images_v2_four_object_absolute_qwen35-plus_20260320_d6775398.jsonl
663	696	=== dataanalyse_swiftmeta.json ===	cogmap_two_images_v2_four_object_absolute_all_qwen35-plus_20260320_d6775398	28	923	0	923	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cogmap_two_images_v2_four_object_absolute_all_qwen35-plus_20260320_d6775398.jsonl
664	697	=== dataanalyse_swiftmeta.json ===	scannet_cot_cannot_determined_v2_2_all_qwen35-plus_20260320_a4ca70d0	65	4290	0	4290	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_cot_cannot_determined_v2_2_all_qwen35-plus_20260320_a4ca70d0.jsonl
665	698	=== dataanalyse_swiftmeta.json ===	scannet_cot_cannot_determined_v2_0_all_qwen35-plus_20260320_92bdc788	48	3115	0	3115	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_cot_cannot_determined_v2_0_all_qwen35-plus_20260320_92bdc788.jsonl
666	699	=== dataanalyse_swiftmeta.json ===	scannet_cot_cannot_determined_v2_1_all_qwen35-plus_20260320_2206d751	54	3568	0	3568	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_cot_cannot_determined_v2_1_all_qwen35-plus_20260320_2206d751.jsonl
667	700	=== dataanalyse_swiftmeta.json ===	cogmap_two_images_v2_three_object_relative_qwen35-plus_20260320_9d37fd16	362	11876	0	11876	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cogmap_two_images_v2_three_object_relative_qwen35-plus_20260320_9d37fd16.jsonl
668	701	=== dataanalyse_swiftmeta.json ===	cogmap_two_images_v2_three_object_relative_all_qwen35-plus_20260320_9d37fd16	362	11876	0	11876	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cogmap_two_images_v2_three_object_relative_all_qwen35-plus_20260320_9d37fd16.jsonl
669	702	=== dataanalyse_swiftmeta.json ===	1015_vsi_rel_dir_v5_fixed_all_qwen35-plus_20260320_07a19418	440	14436	0	14436	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/1015_vsi_rel_dir_v5_fixed_all_qwen35-plus_20260320_07a19418.jsonl
670	703	=== dataanalyse_swiftmeta.json ===	cogmap_two_images_v2_camera_movement_all_qwen35-plus_20260320_a7ee8c6e	516	16909	0	16909	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cogmap_two_images_v2_camera_movement_all_qwen35-plus_20260320_a7ee8c6e.jsonl
671	704	=== dataanalyse_swiftmeta.json ===	cogmap_two_images_v2_camera_movement_qwen35-plus_20260320_a7ee8c6e	516	16909	0	16909	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cogmap_two_images_v2_camera_movement_qwen35-plus_20260320_a7ee8c6e.jsonl
672	705	=== dataanalyse_swiftmeta.json ===	mindcube_rot_all_qwen35-plus_20260320_49547bec	316	10359	0	10359	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/mindcube_rot_all_qwen35-plus_20260320_49547bec.jsonl
673	706	=== dataanalyse_swiftmeta.json ===	scannet_camera_movement_QA_ef8c27b8	429	54610	0	54610	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_camera_movement_QA_ef8c27b8.jsonl
674	707	=== dataanalyse_swiftmeta.json ===	scannet_four_object_QA_absolute_5b85c569	7	940	0	940	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_four_object_QA_absolute_5b85c569.jsonl
675	708	=== dataanalyse_swiftmeta.json ===	scannet_mm_1a_QA_455d5d83	1572	199885	0	199885	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_mm_1a_QA_455d5d83.jsonl
676	709	=== dataanalyse_swiftmeta.json ===	scannet_mm_1b_QA_8d3a86bd	16	2083	0	2083	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_mm_1b_QA_8d3a86bd.jsonl
677	710	=== dataanalyse_swiftmeta.json ===	scannet_mm_1c_QA_08210f27	1560	198443	0	198443	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_mm_1c_QA_08210f27.jsonl
678	711	=== dataanalyse_swiftmeta.json ===	scannet_mm_2a_QA_f26bb854	1573	200000	0	200000	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_mm_2a_QA_f26bb854.jsonl
679	712	=== dataanalyse_swiftmeta.json ===	scannet_mm_3a_QA_vis_be74fc81	271	34474	0	34474	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_mm_3a_QA_vis_be74fc81.jsonl
680	713	=== dataanalyse_swiftmeta.json ===	scannet_one_object_QA_absolute_8e838f91	283	36073	0	36073	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_one_object_QA_absolute_8e838f91.jsonl
681	714	=== dataanalyse_swiftmeta.json ===	scannet_one_object_QA_angle_45934e46	281	35745	0	35745	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_one_object_QA_angle_45934e46.jsonl
682	715	=== dataanalyse_swiftmeta.json ===	scannet_one_object_QA_relative_30a01645	287	36425	0	36425	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_one_object_QA_relative_30a01645.jsonl
683	716	=== dataanalyse_swiftmeta.json ===	scannet_three_object_QA_absolute_c3000386	94	11911	0	11911	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_three_object_QA_absolute_c3000386.jsonl
684	717	=== dataanalyse_swiftmeta.json ===	scannet_three_object_QA_relative_cfc19efa	100	12670	0	12670	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_three_object_QA_relative_cfc19efa.jsonl
685	718	=== dataanalyse_swiftmeta.json ===	scannet_two_object_QA_absolute_7b6a70c8	126	16002	0	16002	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_two_object_QA_absolute_7b6a70c8.jsonl
686	719	=== dataanalyse_swiftmeta.json ===	scannet_two_object_QA_relative_12cc7920	132	16761	0	16761	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_two_object_QA_relative_12cc7920.jsonl
687	720	=== dataanalyse_swiftmeta.json ===	scannetpp_mm_3a_QA_vis_0a92938c	386	49149	0	49149	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannetpp_mm_3a_QA_vis_0a92938c.jsonl
688	721	=== dataanalyse_swiftmeta.json ===	data_one_object_QA_overlap_0_0779ab9f	87	11071	0	11071	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/data_one_object_QA_overlap_0_0779ab9f.jsonl
689	722	=== dataanalyse_swiftmeta.json ===	data_three_object_QA_overlap_0_796e9916	64	8175	0	8175	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/data_three_object_QA_overlap_0_796e9916.jsonl
690	723	=== dataanalyse_swiftmeta.json ===	data_two_object_QA_overlap_0_798509aa	87	11069	0	11069	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/data_two_object_QA_overlap_0_798509aa.jsonl
691	724	=== dataanalyse_swiftmeta.json ===	scannet_vsi_multi_view_QA_54857cd2	1089	138562	0	138562	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_vsi_multi_view_QA_54857cd2.jsonl
692	725	=== dataanalyse_swiftmeta.json ===	scannet_camera_movement_QA_all_9280a2fb	409	52053	0	52053	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_camera_movement_QA_all_9280a2fb.jsonl
693	726	=== dataanalyse_swiftmeta.json ===	scannet_four_object_QA_absolute_all_6dd6a567	7	939	0	939	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_four_object_QA_absolute_all_6dd6a567.jsonl
694	727	=== dataanalyse_swiftmeta.json ===	scannet_mm_2a_QA_all_df9715ba	1573	200000	0	200000	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_mm_2a_QA_all_df9715ba.jsonl
695	728	=== dataanalyse_swiftmeta.json ===	scannet_one_object_QA_absolute_all_d982ac5f	268	34152	0	34152	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_one_object_QA_absolute_all_d982ac5f.jsonl
696	729	=== dataanalyse_swiftmeta.json ===	scannet_one_object_QA_angle_all_ee500d13	266	33825	0	33825	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_one_object_QA_angle_all_ee500d13.jsonl
697	730	=== dataanalyse_swiftmeta.json ===	scannet_one_object_QA_relative_all_0512bdbd	272	34636	0	34636	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_one_object_QA_relative_all_0512bdbd.jsonl
698	731	=== dataanalyse_swiftmeta.json ===	scannet_three_object_QA_absolute_all_5fb1724f	91	11571	0	11571	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_three_object_QA_absolute_all_5fb1724f.jsonl
699	732	=== dataanalyse_swiftmeta.json ===	scannet_three_object_QA_relative_all_e17aadcd	96	12222	0	12222	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_three_object_QA_relative_all_e17aadcd.jsonl
700	733	=== dataanalyse_swiftmeta.json ===	scannet_two_object_QA_absolute_all_a7b9b62f	121	15339	0	15339	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_two_object_QA_absolute_all_a7b9b62f.jsonl
701	734	=== dataanalyse_swiftmeta.json ===	scannet_two_object_QA_relative_all_4abba07e	127	16097	0	16097	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_two_object_QA_relative_all_4abba07e.jsonl
702	735	=== dataanalyse_swiftmeta.json ===	data_one_object_QA_overlap_0_all_9433c8e0	87	11071	0	11071	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/data_one_object_QA_overlap_0_all_9433c8e0.jsonl
703	736	=== dataanalyse_swiftmeta.json ===	data_three_object_QA_overlap_0_all_51f335ee	64	8175	0	8175	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/data_three_object_QA_overlap_0_all_51f335ee.jsonl
704	737	=== dataanalyse_swiftmeta.json ===	data_two_object_QA_overlap_0_all_5ffaa180	87	11069	0	11069	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/data_two_object_QA_overlap_0_all_5ffaa180.jsonl
705	738	=== dataanalyse_swiftmeta.json ===	scannet_vsi_multi_view_QA_all_3442ab5d	1089	138562	0	138562	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/scannet_vsi_multi_view_QA_all_3442ab5d.jsonl
706	739	=== dataanalyse_swiftmeta.json ===	cogmap_two_images_v2_one_object_absolute_4509b68f	261	33139	0	33139	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cogmap_two_images_v2_one_object_absolute_4509b68f.jsonl
707	740	=== dataanalyse_swiftmeta.json ===	cogmap_two_images_v2_one_object_absolute_all_00077f8a	261	33139	0	33139	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cogmap_two_images_v2_one_object_absolute_all_00077f8a.jsonl
708	741	=== dataanalyse_swiftmeta.json ===	cogmap_two_images_v2_one_object_angle_61f26157	257	32749	0	32749	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cogmap_two_images_v2_one_object_angle_61f26157.jsonl
709	742	=== dataanalyse_swiftmeta.json ===	cogmap_two_images_v2_one_object_angle_all_6491da3c	257	32749	0	32749	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cogmap_two_images_v2_one_object_angle_all_6491da3c.jsonl
710	743	=== dataanalyse_swiftmeta.json ===	cogmap_two_images_v2_one_object_relative_6c09079e	265	33646	0	33646	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cogmap_two_images_v2_one_object_relative_6c09079e.jsonl
711	744	=== dataanalyse_swiftmeta.json ===	cogmap_two_images_v2_one_object_relative_all_09a33234	265	33646	0	33646	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cogmap_two_images_v2_one_object_relative_all_09a33234.jsonl
712	745	=== dataanalyse_swiftmeta.json ===	cogmap_two_images_v2_two_object_absolute_6b8e5c08	118	15067	0	15067	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cogmap_two_images_v2_two_object_absolute_6b8e5c08.jsonl
713	746	=== dataanalyse_swiftmeta.json ===	cogmap_two_images_v2_two_object_absolute_all_3d1d8b7e	118	15067	0	15067	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cogmap_two_images_v2_two_object_absolute_all_3d1d8b7e.jsonl
714	747	=== dataanalyse_swiftmeta.json ===	cogmap_two_images_v2_two_object_relative_f50cdad8	125	15892	0	15892	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cogmap_two_images_v2_two_object_relative_f50cdad8.jsonl
715	748	=== dataanalyse_swiftmeta.json ===	cogmap_two_images_v2_two_object_relative_all_cdc3e5e7	125	15892	0	15892	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cogmap_two_images_v2_two_object_relative_all_cdc3e5e7.jsonl
716	749	=== dataanalyse_swiftmeta.json ===	cogmap_two_images_v2_three_object_absolute_64d69fae	90	11459	0	11459	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cogmap_two_images_v2_three_object_absolute_64d69fae.jsonl
717	750	=== dataanalyse_swiftmeta.json ===	cogmap_two_images_v2_three_object_absolute_all_6f17a0df	90	11459	0	11459	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cogmap_two_images_v2_three_object_absolute_all_6f17a0df.jsonl
718	751	=== dataanalyse_swiftmeta.json ===	cogmap_two_images_v2_three_object_relative_0e5dce21	96	12145	0	12145	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cogmap_two_images_v2_three_object_relative_0e5dce21.jsonl
719	752	=== dataanalyse_swiftmeta.json ===	cogmap_two_images_v2_three_object_relative_all_bc0e64c3	96	12145	0	12145	0	0	0	/mnt/afs_share/users/wusilei/data/0513/mid_v3/sft_v9481_tj_qcpass_nonagent_msgs/sft_v9481_tj_qcpass_nonagent/cogmap_two_images_v2_three_object_relative_all_bc0e64c3.jsonl
